-- id, data, cliente, sistema
"12273","1980-01-15","12273","1"
"12274","1977-07-24","12274","8"
"12275","1981-07-24","12275","3"
"12276","1987-06-07","12276","4"
"12277","2008-11-10","12277","9"
"12278","2017-11-29","12278","3"
"12279","1992-01-23","12279","6"
"12280","1977-02-27","12280","5"
"12281","2001-01-30","12281","8"
"12282","1995-03-04","12282","6"
"12283","1995-08-07","12283","6"
"12284","2015-10-15","12284","3"
"12285","1977-06-20","12285","4"
"12286","1971-06-29","12286","7"
"12287","1976-10-15","12287","7"
"12288","2020-01-07","12288","4"
"12289","1989-09-10","12289","4"
"12290","2006-04-01","12290","7"
"12291","2017-02-25","12291","6"
"12292","1999-06-14","12292","1"
"12293","1982-09-15","12293","6"
"12294","1995-03-20","12294","5"
"12295","2009-03-13","12295","7"
"12296","2005-10-01","12296","6"
"12297","2020-07-04","12297","7"
"12298","1988-07-17","12298","8"
"12299","1976-06-27","12299","2"
"12300","2000-07-25","12300","1"
"12301","2017-02-24","12301","9"
"12302","2019-07-15","12302","1"
"12303","2011-10-26","12303","6"
"12304","1990-03-15","12304","3"
"12305","1980-12-19","12305","4"
"12306","2019-08-04","12306","4"
"12307","1976-02-11","12307","2"
"12308","1995-05-01","12308","8"
"12309","1974-06-13","12309","3"
"12310","2012-01-29","12310","1"
"12311","1977-09-05","12311","8"
"12312","1985-06-04","12312","9"
"12313","1991-01-27","12313","3"
"12314","1991-05-23","12314","9"
"12315","1992-01-13","12315","8"
"12316","1999-12-23","12316","8"
"12317","2013-01-10","12317","8"
"12318","1995-04-18","12318","7"
"12319","1978-03-04","12319","1"
"12320","2017-09-22","12320","4"
"12321","2014-04-08","12321","4"
"12322","1978-01-12","12322","9"
"12323","1987-07-30","12323","5"
"12324","1974-09-20","12324","1"
"12325","2007-04-17","12325","1"
"12326","1984-11-26","12326","4"
"12327","1985-11-29","12327","1"
"12328","1985-01-15","12328","8"
"12329","1997-03-04","12329","5"
"12330","1974-12-30","12330","2"
"12331","2012-10-05","12331","8"
"12332","2009-05-12","12332","5"
"12333","1972-07-10","12333","9"
"12334","2016-02-02","12334","9"
"12335","2002-11-26","12335","7"
"12336","1989-05-31","12336","3"
"12337","1970-05-16","12337","1"
"12338","1995-07-04","12338","5"
"12339","2004-08-04","12339","8"
"12340","2016-09-22","12340","6"
"12341","2013-04-05","12341","7"
"12342","2008-12-02","12342","5"
"12343","2020-12-29","12343","9"
"12344","1972-10-09","12344","4"
"12345","2007-09-06","12345","5"
"12346","2004-01-09","12346","2"
"12347","1978-08-10","12347","7"
"12348","2016-03-24","12348","9"
"12349","1992-07-22","12349","7"
"12350","2003-12-21","12350","1"
"12351","1978-02-10","12351","7"
"12352","2007-06-01","12352","6"
"12353","1997-11-08","12353","9"
"12354","1988-09-28","12354","2"
"12355","1984-02-24","12355","4"
"12356","2019-04-28","12356","7"
"12357","1983-08-27","12357","3"
"12358","2003-11-29","12358","2"
"12359","1994-10-22","12359","5"
"12360","2016-03-09","12360","7"
"12361","1981-02-25","12361","7"
"12362","1972-03-10","12362","8"
"12363","2003-10-04","12363","4"
"12364","2009-04-24","12364","3"
"12365","1985-07-13","12365","1"
"12366","1991-01-20","12366","4"
"12367","2018-05-31","12367","1"
"12368","1997-06-22","12368","9"
"12369","2013-11-03","12369","1"
"12370","1995-02-26","12370","5"
"12371","2005-11-22","12371","2"
"12372","2008-08-25","12372","5"
"12373","1976-03-30","12373","3"
"12374","2005-10-21","12374","9"
"12375","2005-10-28","12375","2"
"12376","2013-12-19","12376","8"
"12377","1986-12-29","12377","7"
"12378","1986-06-21","12378","8"
"12379","1973-06-15","12379","3"
"12380","2012-05-12","12380","4"
"12381","1995-08-20","12381","5"
"12382","2004-11-13","12382","8"
"12383","2013-05-20","12383","3"
"12384","1984-10-20","12384","5"
"12385","1992-05-04","12385","7"
"12386","1970-05-18","12386","3"
"12387","2000-05-17","12387","9"
"12388","1975-09-16","12388","9"
"12389","2012-12-16","12389","2"
"12390","1983-03-02","12390","8"
"12391","2017-08-22","12391","4"
"12392","2004-07-22","12392","7"
"12393","1992-06-22","12393","1"
"12394","1996-11-01","12394","9"
"12395","2010-02-22","12395","2"
"12396","1998-02-19","12396","2"
"12397","1990-04-13","12397","6"
"12398","2010-11-03","12398","5"
"12399","1979-08-09","12399","9"
"12400","1972-06-22","12400","8"
"12401","1973-01-01","12401","2"
"12402","1990-04-16","12402","2"
"12403","2010-12-08","12403","1"
"12404","1975-01-08","12404","2"
"12405","1991-01-11","12405","4"
"12406","1987-01-13","12406","4"
"12407","2008-07-25","12407","4"
"12408","1978-01-18","12408","4"
"12409","1975-06-09","12409","2"
"12410","1994-07-30","12410","6"
"12411","2006-08-08","12411","4"
"12412","1994-07-07","12412","9"
"12413","1993-04-09","12413","5"
"12414","2005-05-31","12414","7"
"12415","1994-10-28","12415","6"
"12416","1980-05-24","12416","3"
"12417","2019-09-23","12417","5"
"12418","1973-04-15","12418","5"
"12419","2016-03-05","12419","2"
"12420","2014-12-19","12420","8"
"12421","1972-07-27","12421","2"
"12422","1976-04-24","12422","5"
"12423","1992-03-05","12423","2"
"12424","2018-11-03","12424","4"
"12425","1984-12-04","12425","2"
"12426","1976-01-26","12426","2"
"12427","1987-07-08","12427","5"
"12428","2018-02-04","12428","3"
"12429","2009-03-30","12429","4"
"12430","1988-07-16","12430","9"
"12431","2010-12-30","12431","7"
"12432","1978-04-19","12432","1"
"12433","2020-08-06","12433","1"
"12434","1971-05-26","12434","1"
"12435","2000-07-15","12435","7"
"12436","1992-06-23","12436","8"
"12437","1984-01-29","12437","6"
"12438","2019-12-15","12438","5"
"12439","1988-09-18","12439","7"
"12440","2010-01-26","12440","6"
"12441","2010-07-16","12441","6"
"12442","1997-03-12","12442","5"
"12443","1997-02-02","12443","9"
"12444","1987-06-22","12444","6"
"12445","1985-02-01","12445","4"
"12446","2013-12-03","12446","7"
"12447","2016-10-11","12447","7"
"12448","1999-12-19","12448","5"
"12449","2001-04-04","12449","4"
"12450","1982-01-06","12450","9"
"12451","1974-11-11","12451","4"
"12452","2013-10-30","12452","9"
"12453","2012-01-10","12453","6"
"12454","2001-01-22","12454","2"
"12455","1990-01-15","12455","7"
"12456","2014-08-01","12456","9"
"12457","1988-06-22","12457","9"
"12458","1983-01-18","12458","6"
"12459","1978-10-03","12459","2"
"12460","1989-08-18","12460","1"
"12461","1978-08-24","12461","2"
"12462","1973-04-07","12462","4"
"12463","1990-03-10","12463","1"
"12464","1973-02-07","12464","6"
"12465","2003-01-21","12465","6"
"12466","1975-10-17","12466","2"
"12467","1985-02-04","12467","9"
"12468","1988-08-16","12468","4"
"12469","1980-04-16","12469","9"
"12470","1973-02-03","12470","6"
"12471","2014-11-10","12471","5"
"12472","2017-04-24","12472","3"
"12473","1997-03-08","12473","4"
"12474","1987-12-19","12474","5"
"12475","1999-11-28","12475","3"
"12476","2019-04-12","12476","6"
"12477","1991-03-12","12477","4"
"12478","2018-01-29","12478","4"
"12479","2020-09-24","12479","5"
"12480","1973-02-22","12480","6"
"12481","2000-03-19","12481","2"
"12482","1989-06-17","12482","7"
"12483","1995-06-22","12483","9"
"12484","1987-07-14","12484","8"
"12485","1999-11-30","12485","5"
"12486","1973-09-22","12486","6"
"12487","2014-05-07","12487","4"
"12488","2003-09-23","12488","8"
"12489","1981-04-08","12489","8"
"12490","1990-09-22","12490","7"
"12491","2016-05-02","12491","1"
"12492","1971-06-14","12492","6"
"12493","2000-12-24","12493","1"
"12494","1970-10-14","12494","6"
"12495","2011-01-07","12495","3"
"12496","1971-05-01","12496","1"
"12497","1982-05-29","12497","2"
"12498","1975-12-21","12498","2"
"12499","1985-05-02","12499","8"
"12500","1980-08-13","12500","9"
"12501","1975-08-16","12501","9"
"12502","2009-07-06","12502","8"
"12503","1982-06-19","12503","5"
"12504","1980-12-05","12504","9"
"12505","1998-08-14","12505","9"
"12506","1976-08-31","12506","4"
"12507","1978-12-10","12507","7"
"12508","2013-03-18","12508","7"
"12509","2010-02-20","12509","9"
"12510","1979-10-04","12510","5"
"12511","1991-05-30","12511","5"
"12512","2016-08-08","12512","2"
"12513","2014-09-13","12513","8"
"12514","2017-06-28","12514","3"
"12515","2017-05-10","12515","7"
"12516","2000-04-02","12516","3"
"12517","2014-01-09","12517","3"
"12518","2006-12-30","12518","1"
"12519","1984-11-04","12519","1"
"12520","1982-03-08","12520","4"
"12521","2005-05-02","12521","5"
"12522","2000-08-17","12522","6"
"12523","1990-12-15","12523","8"
"12524","1997-10-15","12524","3"
"12525","1995-05-31","12525","6"
"12526","1971-10-11","12526","5"
"12527","2001-08-01","12527","9"
"12528","1985-11-02","12528","8"
"12529","2012-02-21","12529","4"
"12530","2000-02-28","12530","8"
"12531","1991-02-06","12531","5"
"12532","1995-06-10","12532","4"
"12533","1987-12-15","12533","7"
"12534","1994-03-01","12534","6"
"12535","2000-01-26","12535","6"
"12536","2000-12-19","12536","6"
"12537","1971-10-05","12537","9"
"12538","1981-06-16","12538","1"
"12539","2001-03-21","12539","4"
"12540","2011-08-14","12540","2"
"12541","1977-11-25","12541","9"
"12542","1987-07-16","12542","1"
"12543","1998-10-06","12543","5"
"12544","2019-08-12","12544","1"
"12545","1976-07-01","12545","6"
"12546","1974-09-30","12546","2"
"12547","1999-05-11","12547","1"
"12548","1993-10-08","12548","4"
"12549","1989-08-28","12549","2"
"12550","1980-09-06","12550","9"
"12551","2018-01-25","12551","9"
"12552","1981-04-13","12552","5"
"12553","1980-05-06","12553","8"
"12554","2006-02-15","12554","6"
"12555","1997-09-12","12555","3"
"12556","1974-06-23","12556","4"
"12557","1998-07-22","12557","6"
"12558","1971-02-18","12558","5"
"12559","2005-12-23","12559","2"
"12560","2019-10-21","12560","2"
"12561","2012-11-30","12561","5"
"12562","2009-01-06","12562","7"
"12563","1985-04-16","12563","3"
"12564","2005-02-03","12564","4"
"12565","1997-05-18","12565","8"
"12566","2006-09-10","12566","4"
"12567","2014-12-18","12567","6"
"12568","2012-09-21","12568","3"
"12569","2003-02-03","12569","1"
"12570","1978-04-23","12570","9"
"12571","1987-03-02","12571","9"
"12572","2007-07-15","12572","7"
"12573","1997-11-02","12573","9"
"12574","1974-02-01","12574","9"
"12575","2011-04-17","12575","7"
"12576","2010-07-09","12576","5"
"12577","1981-12-30","12577","5"
"12578","1992-07-18","12578","7"
"12579","1990-06-27","12579","4"
"12580","1991-06-09","12580","8"
"12581","2005-02-13","12581","2"
"12582","1997-07-12","12582","8"
"12583","1995-02-12","12583","3"
"12584","2002-11-12","12584","4"
"12585","2004-02-11","12585","5"
"12586","1982-12-18","12586","2"
"12587","1996-04-29","12587","9"
"12588","2008-07-11","12588","9"
"12589","1995-04-16","12589","3"
"12590","1978-03-17","12590","9"
"12591","1985-08-27","12591","8"
"12592","1992-10-14","12592","7"
"12593","2010-05-18","12593","6"
"12594","1980-12-18","12594","7"
"12595","1974-03-20","12595","5"
"12596","1970-02-25","12596","5"
"12597","1999-04-08","12597","2"
"12598","1998-06-19","12598","8"
"12599","2014-02-01","12599","6"
"12600","2007-08-16","12600","3"
"12601","1985-12-12","12601","3"
"12602","2012-11-15","12602","3"
"12603","1975-07-21","12603","1"
"12604","2018-02-20","12604","9"
"12605","2019-04-10","12605","6"
"12606","1972-03-02","12606","3"
"12607","1987-02-05","12607","1"
"12608","2015-09-10","12608","1"
"12609","1982-10-22","12609","8"
"12610","2009-08-03","12610","7"
"12611","2006-07-25","12611","4"
"12612","1986-11-10","12612","6"
"12613","1988-07-24","12613","3"
"12614","2007-11-08","12614","9"
"12615","2016-05-22","12615","8"
"12616","1977-12-19","12616","8"
"12617","2014-02-13","12617","4"
"12618","1977-11-19","12618","3"
"12619","1978-01-11","12619","4"
"12620","2008-03-06","12620","4"
"12621","2013-03-03","12621","5"
"12622","2007-02-01","12622","8"
"12623","2011-02-20","12623","1"
"12624","2005-09-27","12624","2"
"12625","2012-07-30","12625","4"
"12626","2014-11-15","12626","7"
"12627","2005-07-11","12627","8"
"12628","2000-03-30","12628","3"
"12629","2020-05-06","12629","5"
"12630","1995-07-05","12630","7"
"12631","2004-04-24","12631","9"
"12632","1998-01-03","12632","5"
"12633","1996-11-21","12633","4"
"12634","1985-07-25","12634","1"
"12635","1985-03-12","12635","8"
"12636","2001-01-14","12636","1"
"12637","2019-06-18","12637","1"
"12638","2010-12-23","12638","1"
"12639","2009-06-16","12639","3"
"12640","2001-10-20","12640","7"
"12641","2008-05-16","12641","3"
"12642","1987-09-03","12642","6"
"12643","2000-05-01","12643","5"
"12644","1989-10-02","12644","2"
"12645","1984-04-10","12645","7"
"12646","1970-10-16","12646","2"
"12647","2011-03-23","12647","3"
"12648","1976-01-18","12648","5"
"12649","2017-07-08","12649","5"
"12650","2009-04-14","12650","3"
"12651","1991-01-25","12651","3"
"12652","1986-11-07","12652","8"
"12653","1996-07-02","12653","6"
"12654","1979-10-29","12654","4"
"12655","1978-01-01","12655","1"
"12656","1983-05-25","12656","6"
"12657","2002-11-19","12657","2"
"12658","1970-12-21","12658","9"
"12659","1995-09-14","12659","2"
"12660","1999-03-26","12660","9"
"12661","2011-09-17","12661","7"
"12662","1987-11-23","12662","7"
"12663","1977-06-30","12663","8"
"12664","1974-12-21","12664","1"
"12665","2012-10-19","12665","2"
"12666","1970-10-10","12666","6"
"12667","1977-02-03","12667","3"
"12668","2019-12-16","12668","3"
"12669","1982-01-10","12669","4"
"12670","1983-12-10","12670","5"
"12671","1991-01-22","12671","1"
"12672","2016-12-20","12672","7"
"12673","1978-04-20","12673","5"
"12674","1994-02-09","12674","1"
"12675","1986-09-17","12675","4"
"12676","2004-01-14","12676","4"
"12677","2018-08-14","12677","3"
"12678","2017-10-26","12678","2"
"12679","2016-08-12","12679","2"
"12680","1987-07-15","12680","4"
"12681","2006-10-18","12681","5"
"12682","2011-12-09","12682","8"
"12683","2002-08-29","12683","5"
"12684","1970-08-28","12684","6"
"12685","2004-08-18","12685","7"
"12686","1971-08-21","12686","2"
"12687","1978-03-26","12687","3"
"12688","1982-05-14","12688","3"
"12689","2010-04-12","12689","2"
"12690","1985-04-18","12690","9"
"12691","2006-01-19","12691","5"
"12692","1977-07-01","12692","8"
"12693","1998-10-24","12693","2"
"12694","2010-10-09","12694","6"
"12695","2013-04-03","12695","3"
"12696","2011-08-29","12696","5"
"12697","2011-06-21","12697","3"
"12698","1998-10-24","12698","6"
"12699","1977-11-29","12699","4"
"12700","2009-03-24","12700","5"
"12701","1991-06-02","12701","2"
"12702","2012-02-06","12702","9"
"12703","2013-01-07","12703","1"
"12704","2009-07-05","12704","9"
"12705","1998-05-16","12705","3"
"12706","1999-12-01","12706","2"
"12707","1993-12-05","12707","5"
"12708","1996-10-01","12708","3"
"12709","1970-04-09","12709","8"
"12710","1976-04-22","12710","2"
"12711","1978-10-19","12711","4"
"12712","1997-03-05","12712","4"
"12713","1992-06-03","12713","9"
"12714","1982-08-09","12714","3"
"12715","1979-03-17","12715","6"
"12716","1985-11-28","12716","3"
"12717","1986-12-09","12717","9"
"12718","1987-06-24","12718","8"
"12719","2000-05-22","12719","8"
"12720","2000-07-24","12720","9"
"12721","1979-08-28","12721","4"
"12722","1987-07-26","12722","5"
"12723","1974-03-24","12723","5"
"12724","1997-01-15","12724","6"
"12725","1972-03-17","12725","4"
"12726","2004-05-21","12726","9"
"12727","2016-08-26","12727","6"
"12728","1992-04-07","12728","1"
"12729","2005-03-25","12729","2"
"12730","2011-12-12","12730","3"
"12731","1992-03-11","12731","4"
"12732","2014-02-23","12732","4"
"12733","1982-10-03","12733","9"
"12734","2011-04-26","12734","7"
"12735","1991-03-29","12735","4"
"12736","1980-07-03","12736","4"
"12737","2002-09-08","12737","6"
"12738","1979-06-15","12738","3"
"12739","2002-03-20","12739","9"
"12740","1992-11-10","12740","9"
"12741","1982-11-15","12741","1"
"12742","2015-05-14","12742","3"
"12743","1973-04-19","12743","4"
"12744","1974-02-05","12744","7"
"12745","2009-06-02","12745","8"
"12746","2002-09-17","12746","9"
"12747","2012-02-25","12747","9"
"12748","1977-09-20","12748","8"
"12749","2018-07-01","12749","2"
"12750","1983-03-22","12750","6"
"12751","2013-09-13","12751","1"
"12752","2011-08-04","12752","4"
"12753","1992-11-03","12753","1"
"12754","1999-05-24","12754","5"
"12755","1988-01-14","12755","3"
"12756","1989-01-22","12756","6"
"12757","1981-11-06","12757","4"
"12758","1996-02-27","12758","9"
"12759","2009-01-10","12759","3"
"12760","2008-06-07","12760","7"
"12761","2007-01-06","12761","2"
"12762","2019-01-31","12762","4"
"12763","2018-01-30","12763","1"
"12764","1990-03-23","12764","7"
"12765","2012-01-07","12765","4"
"12766","1970-01-13","12766","5"
"12767","1984-05-13","12767","5"
"12768","2004-01-18","12768","4"
"12769","1972-04-24","12769","9"
"12770","1996-04-05","12770","3"
"12771","2007-01-09","12771","1"
"12772","2007-05-01","12772","6"
"12773","1978-05-19","12773","4"
"12774","1971-03-29","12774","2"
"12775","1989-03-06","12775","9"
"12776","1988-01-19","12776","1"
"12777","1979-01-29","12777","2"
"12778","2013-12-24","12778","4"
"12779","1993-09-21","12779","4"
"12780","1997-03-29","12780","5"
"12781","2012-08-24","12781","2"
"12782","2013-08-31","12782","7"
"12783","2003-12-17","12783","7"
"12784","2018-08-09","12784","4"
"12785","1975-08-15","12785","9"
"12786","1979-03-19","12786","1"
"12787","1987-11-13","12787","4"
"12788","1994-02-21","12788","5"
"12789","1998-04-08","12789","6"
"12790","1994-05-05","12790","4"
"12791","1974-01-24","12791","1"
"12792","2005-10-13","12792","1"
"12793","1996-01-08","12793","6"
"12794","2003-05-10","12794","7"
"12795","1984-08-05","12795","8"
"12796","2002-09-15","12796","9"
"12797","1992-10-30","12797","2"
"12798","2012-12-13","12798","7"
"12799","2014-12-25","12799","1"
"12800","1979-07-08","12800","4"
"12801","2006-10-15","12801","4"
"12802","2002-08-19","12802","3"
"12803","1990-07-04","12803","3"
"12804","2016-02-07","12804","8"
"12805","2004-12-09","12805","4"
"12806","1979-11-24","12806","6"
"12807","1984-05-31","12807","9"
"12808","1970-10-17","12808","1"
"12809","2009-09-04","12809","4"
"12810","1989-09-28","12810","7"
"12811","1992-07-01","12811","7"
"12812","2015-06-11","12812","4"
"12813","1987-03-26","12813","3"
"12814","2020-02-06","12814","9"
"12815","2001-01-04","12815","7"
"12816","1986-08-09","12816","4"
"12817","2005-12-10","12817","9"
"12818","2019-07-16","12818","6"
"12819","1997-08-13","12819","8"
"12820","1975-03-10","12820","9"
"12821","1971-03-10","12821","8"
"12822","2010-07-12","12822","5"
"12823","1994-10-03","12823","9"
"12824","1981-08-30","12824","7"
"12825","2008-01-02","12825","7"
"12826","1991-01-25","12826","8"
"12827","1992-01-07","12827","1"
"12828","2014-11-19","12828","6"
"12829","1984-05-07","12829","6"
"12830","1981-03-25","12830","3"
"12831","1976-06-03","12831","4"
"12832","2001-03-10","12832","3"
"12833","2004-02-01","12833","2"
"12834","2003-12-11","12834","2"
"12835","1993-07-09","12835","8"
"12836","2001-06-15","12836","1"
"12837","1999-06-23","12837","1"
"12838","2009-07-10","12838","3"
"12839","1984-03-06","12839","6"
"12840","2010-08-18","12840","2"
"12841","1991-03-21","12841","6"
"12842","1996-04-17","12842","3"
"12843","1984-03-14","12843","6"
"12844","2016-09-20","12844","1"
"12845","1977-03-30","12845","7"
"12846","2007-08-31","12846","2"
"12847","1977-03-07","12847","1"
"12848","1979-05-26","12848","8"
"12849","2020-05-08","12849","7"
"12850","1992-01-20","12850","9"
"12851","1997-01-04","12851","8"
"12852","2001-02-14","12852","3"
"12853","1994-08-27","12853","8"
"12854","1992-07-27","12854","4"
"12855","2019-10-21","12855","3"
"12856","1970-10-28","12856","8"
"12857","2007-05-25","12857","4"
"12858","1987-02-18","12858","3"
"12859","2018-05-03","12859","5"
"12860","2000-06-29","12860","7"
"12861","2004-11-06","12861","3"
"12862","2010-07-01","12862","7"
"12863","1989-07-06","12863","5"
"12864","1983-08-02","12864","6"
"12865","2013-10-26","12865","6"
"12866","2012-04-26","12866","5"
"12867","1993-11-25","12867","6"
"12868","2020-11-19","12868","5"
"12869","1989-07-25","12869","6"
"12870","2019-04-03","12870","2"
"12871","1993-05-28","12871","6"
"12872","1994-05-16","12872","2"
"12873","2012-05-28","12873","8"
"12874","2008-07-02","12874","1"
"12875","1971-08-21","12875","2"
"12876","1997-03-13","12876","9"
"12877","1981-08-24","12877","9"
"12878","1986-06-24","12878","3"
"12879","2005-01-30","12879","1"
"12880","2016-11-25","12880","2"
"12881","2007-05-05","12881","2"
"12882","1977-04-07","12882","9"
"12883","1983-02-16","12883","6"
"12884","1972-01-29","12884","7"
"12885","2019-06-11","12885","9"
"12886","1974-04-20","12886","5"
"12887","2015-10-16","12887","2"
"12888","1994-09-16","12888","1"
"12889","2000-05-13","12889","9"
"12890","1974-01-30","12890","9"
"12891","2018-09-29","12891","8"
"12892","1972-09-29","12892","1"
"12893","2014-07-06","12893","7"
"12894","2012-11-03","12894","4"
"12895","2009-01-04","12895","2"
"12896","1991-06-08","12896","1"
"12897","1983-10-06","12897","8"
"12898","1979-08-15","12898","4"
"12899","1989-12-03","12899","7"
"12900","1993-10-27","12900","2"
"12901","2001-03-17","12901","3"
"12902","1974-09-08","12902","9"
"12903","1979-11-27","12903","3"
"12904","2018-05-26","12904","1"
"12905","2017-08-29","12905","7"
"12906","1972-09-07","12906","7"
"12907","1975-07-29","12907","9"
"12908","2013-04-15","12908","5"
"12909","1972-11-18","12909","9"
"12910","1986-10-20","12910","9"
"12911","1988-02-13","12911","2"
"12912","1982-03-11","12912","1"
"12913","1984-03-11","12913","9"
"12914","2010-04-06","12914","9"
"12915","1989-10-14","12915","8"
"12916","1980-02-25","12916","2"
"12917","1983-05-06","12917","9"
"12918","2000-10-02","12918","7"
"12919","1994-04-26","12919","4"
"12920","1985-06-06","12920","3"
"12921","1974-09-21","12921","3"
"12922","1982-03-28","12922","9"
"12923","1976-01-14","12923","2"
"12924","1972-11-26","12924","8"
"12925","1997-03-12","12925","8"
"12926","2007-01-16","12926","3"
"12927","2010-09-11","12927","5"
"12928","2005-07-18","12928","6"
"12929","1982-06-23","12929","9"
"12930","2020-07-23","12930","4"
"12931","1989-11-13","12931","8"
"12932","2002-03-04","12932","2"
"12933","2013-01-23","12933","1"
"12934","2006-05-23","12934","6"
"12935","2011-10-14","12935","8"
"12936","2017-01-14","12936","9"
"12937","1999-09-26","12937","4"
"12938","2011-07-27","12938","6"
"12939","1993-01-10","12939","4"
"12940","1976-09-22","12940","8"
"12941","1991-02-27","12941","5"
"12942","1984-01-04","12942","8"
"12943","2011-03-19","12943","6"
"12944","1995-10-14","12944","4"
"12945","1980-05-10","12945","9"
"12946","1989-05-14","12946","4"
"12947","1974-07-19","12947","4"
"12948","1990-10-31","12948","3"
"12949","2015-09-05","12949","1"
"12950","1972-02-05","12950","8"
"12951","1989-01-28","12951","5"
"12952","1992-09-16","12952","3"
"12953","1976-09-25","12953","3"
"12954","1973-05-04","12954","5"
"12955","2020-08-25","12955","2"
"12956","1977-04-18","12956","6"
"12957","1996-07-23","12957","6"
"12958","2016-02-01","12958","6"
"12959","1982-09-08","12959","8"
"12960","1981-03-08","12960","5"
"12961","1999-06-27","12961","5"
"12962","2000-03-09","12962","8"
"12963","2002-11-24","12963","2"
"12964","1979-08-05","12964","3"
"12965","1991-12-26","12965","7"
"12966","2006-11-17","12966","4"
"12967","1973-02-18","12967","7"
"12968","1972-07-16","12968","4"
"12969","1975-10-27","12969","7"
"12970","2014-03-09","12970","5"
"12971","1997-02-22","12971","9"
"12972","1971-10-12","12972","8"
"12973","2008-10-28","12973","5"
"12974","2019-09-14","12974","9"
"12975","2015-01-20","12975","9"
"12976","1990-05-11","12976","5"
"12977","2016-10-20","12977","5"
"12978","1982-06-08","12978","5"
"12979","1984-02-23","12979","6"
"12980","1986-02-10","12980","8"
"12981","2001-01-31","12981","4"
"12982","1998-09-22","12982","4"
"12983","1976-06-03","12983","5"
"12984","1978-12-11","12984","7"
"12985","1970-02-03","12985","4"
"12986","2017-05-25","12986","1"
"12987","1976-10-23","12987","6"
"12988","2004-11-08","12988","5"
"12989","1987-12-06","12989","8"
"12990","1982-10-09","12990","3"
"12991","1975-12-01","12991","8"
"12992","2010-11-26","12992","8"
"12993","2006-03-30","12993","3"
"12994","1990-10-19","12994","8"
"12995","2011-01-28","12995","6"
"12996","1972-02-22","12996","3"
"12997","2020-07-09","12997","6"
"12998","1993-04-24","12998","1"
"12999","1973-03-26","12999","1"
"13000","1991-04-15","13000","9"
"13001","2012-02-10","13001","1"
"13002","1971-03-18","13002","1"
"13003","1991-03-08","13003","5"
"13004","1981-07-27","13004","6"
"13005","2004-10-02","13005","1"
"13006","1996-04-19","13006","1"
"13007","2004-02-02","13007","3"
"13008","1973-03-23","13008","7"
"13009","2007-05-19","13009","4"
"13010","2014-05-25","13010","2"
"13011","2020-10-12","13011","6"
"13012","1991-12-04","13012","2"
"13013","2013-01-27","13013","4"
"13014","1992-09-05","13014","2"
"13015","1970-10-26","13015","6"
"13016","1996-03-21","13016","9"
"13017","1995-10-19","13017","8"
"13018","2003-05-27","13018","1"
"13019","1998-02-13","13019","8"
"13020","2012-03-23","13020","8"
"13021","1987-05-21","13021","4"
"13022","1981-04-07","13022","9"
"13023","1970-01-15","13023","4"
"13024","1974-04-26","13024","3"
"13025","1994-02-28","13025","8"
"13026","1978-07-15","13026","9"
"13027","2004-04-13","13027","4"
"13028","1977-04-24","13028","9"
"13029","1976-11-25","13029","9"
"13030","1980-05-13","13030","1"
"13031","2015-02-05","13031","9"
"13032","2004-11-13","13032","4"
"13033","1996-04-05","13033","7"
"13034","1981-01-24","13034","3"
"13035","1975-10-18","13035","7"
"13036","1979-02-23","13036","6"
"13037","1987-06-08","13037","5"
"13038","2015-09-06","13038","4"
"13039","2008-10-19","13039","6"
"13040","1974-09-08","13040","3"
"13041","2003-01-16","13041","6"
"13042","1980-01-31","13042","1"
"13043","1996-12-31","13043","2"
"13044","1973-04-11","13044","1"
"13045","1986-06-02","13045","9"
"13046","1998-08-18","13046","2"
"13047","1973-06-30","13047","9"
"13048","2010-07-17","13048","6"
"13049","2006-08-18","13049","3"
"13050","2008-02-26","13050","4"
"13051","2011-05-27","13051","6"
"13052","2000-02-15","13052","6"
"13053","1992-08-23","13053","2"
"13054","1998-09-03","13054","7"
"13055","1992-06-20","13055","7"
"13056","1973-03-23","13056","3"
"13057","2013-08-26","13057","5"
"13058","1996-03-05","13058","7"
"13059","1994-09-03","13059","3"
"13060","1992-11-06","13060","1"
"13061","2011-08-15","13061","1"
"13062","2019-04-02","13062","6"
"13063","1981-09-27","13063","6"
"13064","2019-11-01","13064","2"
"13065","1978-10-09","13065","5"
"13066","2001-06-09","13066","7"
"13067","2008-10-21","13067","9"
"13068","1988-10-13","13068","3"
"13069","1995-10-09","13069","3"
"13070","1978-05-22","13070","3"
"13071","1989-11-28","13071","4"
"13072","2014-08-01","13072","4"
"13073","2007-01-23","13073","7"
"13074","2001-02-19","13074","9"
"13075","2010-05-07","13075","3"
"13076","1973-04-19","13076","3"
"13077","2015-04-19","13077","3"
"13078","1984-07-30","13078","4"
"13079","2001-08-16","13079","6"
"13080","1997-03-10","13080","1"
"13081","1998-01-23","13081","9"
"13082","2014-04-13","13082","4"
"13083","2015-12-18","13083","1"
"13084","2017-06-14","13084","4"
"13085","2020-07-07","13085","6"
"13086","2008-02-03","13086","8"
"13087","1972-09-07","13087","5"
"13088","2001-08-18","13088","6"
"13089","1970-09-11","13089","4"
"13090","1986-04-29","13090","4"
"13091","1982-11-22","13091","8"
"13092","1994-07-13","13092","5"
"13093","2008-12-13","13093","6"
"13094","1985-01-05","13094","5"
